"","release_year","rank_in_year","imdb_rating","mpaa_rating","film_title","film_budget","length_in_min","domestic_distributor","worldwide_gross","domestic_gross","genre_1","genre_2","genre_3","film_profit"
"1",2019,1,8.5,"PG-13","Avengers: Endgame",3.56e+08,181,"Walt Disney",2797800564,858373000,"Action","Adventure","Drama",2441800564
"2",2019,2,7,"PG","The Lion King",2.6e+08,118,"Walt Disney",1656943394,543638043,"Animation","Adventure","Drama",1396943394
"3",2019,3,7.2,"PG","Frozen II",1.5e+08,103,"Walt Disney",1420560456,470089732,"Animation","Adventure","Comedy",1270560456
"4",2019,4,7.6,"PG-13","Spider-Man: Far from Home",1.6e+08,129,"Sony Pictures",1131927996,390532085,"Action","Adventure","Sci-Fi",971927996
"5",2019,5,6.9,"PG-13","Captain Marvel",1.75e+08,123,"Walt Disney",1128274794,426829839,"Action","Adventure","Sci-Fi",953274794
"6",2019,6,7.9,"G","Toy Story 4",2e+08,100,"Walt Disney",1073394593,434038008,"Animation","Adventure","Comedy",873394593
"7",2019,7,8.6,"R","Joker",5.5e+07,122,"Warner Bros.",1071030470,334830470,"Crime","Drama","Thriller",1016030470
"8",2019,8,7,"PG","Aladdin",1.83e+08,128,"Walt Disney",1050693953,355559216,"Adventure","Family","Fantasy",867693953
"9",2019,9,6.9,"PG-13","Star Wars: Episode IX - The Rise of Skywalker",2e+08,142,"Walt Disney",1048859152,503458989,"Action","Adventure","Fantasy",848859152
"10",2019,10,6.5,"PG-13","Fast & Furious Presents: Hobbs & Shaw",2e+08,137,"Universal Pictures",758910100,173810100,"Action","Adventure","NULL",558910100
"11",2018,1,8.5,"PG-13","Avengers: Infinity War",3.21e+08,149,"Walt Disney",2048359754,678815482,"Action","Adventure","Sci-Fi",1727359754
"12",2018,2,7.3,"PG-13","Black Panther",2e+08,134,"Walt Disney",1346913161,700059566,"Action","Adventure","Sci-Fi",1146913161
"13",2018,3,6.2,"PG-13","Jurassic World: Fallen Kingdom",1.7e+08,128,"Universal Pictures",1308467944,417719760,"Action","Adventure","Sci-Fi",1138467944
"14",2018,4,7.7,"PG","Incredibles 2",2e+08,118,"Walt Disney",1242805359,608581744,"Animation","Action","Adventure",1042805359
"15",2018,5,7,"PG-13","Aquaman",1.6e+08,143,"Warner Bros.",1148161807,335061807,"Action","Adventure","Fantasy",988161807
"16",2018,6,8,"PG-13","Bohemian Rhapsody",5.2e+07,134,"Twentieth Century Fox",903655259,216428042,"Biography","Drama","Music",851655259
"17",2018,7,6.7,"PG-13","Venom",1e+08,112,"Sony Pictures",856085151,213515506,"Action","Sci-Fi","Thriller",756085151
"18",2018,8,7.8,"PG-13","Mission: Impossible - Fallout",1.78e+08,147,"Paramount Pictures",791115104,220159104,"Action","Adventure","Thriller",613115104
"19",2018,9,7.7,"R","Deadpool 2",1.1e+08,119,"Twentieth Century Fox",734546611,318491426,"Action","Adventure","Comedy",624546611
"20",2018,10,6.6,"PG-13","Fantastic Beasts: The Crimes of Grindelwald",2e+08,134,"Warner Bros.",653755901,159555901,"Adventure","Family","Fantasy",453755901
"21",2017,1,7,"PG-13","Star Wars: Episode VIII - The Last Jedi",3.17e+08,152,"Walt Disney",1332539889,620181382,"Action","Adventure","Fantasy",1015539889
"22",2017,2,7.1,"PG","Beauty and the Beast",1.6e+08,129,"Walt Disney",1263521126,504014165,"Family","Fantasy","Musical",1103521126
"23",2017,3,6.7,"PG-13","The Fate of the Furious",2.5e+08,136,"Universal Pictures",1236005118,226008385,"Action","Adventure","Thriller",986005118
"24",2017,4,6.3,"PG","Despicable Me 3",8e+07,89,"Universal Pictures",1034799409,264624300,"Animation","Adventure","Comedy",954799409
"25",2017,5,6.9,"PG-13","Jumanji: Welcome to the Jungle",9e+07,119,"Sony Pictures",962077546,404515480,"Action","Adventure","Comedy",872077546
"26",2017,6,7.4,"PG-13","Spider-Man: Homecoming",1.75e+08,133,"Sony Pictures",880166924,334201140,"Action","Adventure","Sci-Fi",705166924
"27",2017,7,6,"NULL","Wolf Warrior 2",30100000,123,"The H Collective",870325439,2721100,"Action","Drama","Thriller",840225439
"28",2017,8,7.6,"PG-13","Guardians of the Galaxy Vol. 2",2e+08,136,"Walt Disney",863756051,389813101,"Action","Adventure","Comedy",663756051
"29",2017,9,7.9,"PG-13","Thor: Ragnarok",1.8e+08,130,"Walt Disney",853977126,315058289,"Action","Adventure","Comedy",673977126
"30",2017,10,7.4,"PG-13","Wonder Woman",1.49e+08,141,"Warner Bros.",821847012,412563408,"Action","Adventure","Fantasy",672847012
"31",2016,1,7.8,"PG-13","Captain America: Civil War",2.5e+08,147,"Walt Disney",1153296293,408084349,"Action","Adventure","Sci-Fi",903296293
"32",2016,2,7.8,"PG-13","Rogue One: A Star Wars Story",2e+08,133,"Walt Disney",1056057273,532177324,"Action","Adventure","Sci-Fi",856057273
"33",2016,3,7.3,"PG","Finding Dory",2e+08,97,"Walt Disney",1028570889,486295561,"Animation","Adventure","Comedy",828570889
"34",2016,4,8,"PG","Zootopia",1.5e+08,108,"Walt Disney",1023784195,341268248,"Animation","Adventure","Comedy",873784195
"35",2016,5,7.4,"PG","The Jungle Book",1.75e+08,106,"Walt Disney",966550600,364001123,"Adventure","Drama","Fantasy",791550600
"36",2016,6,6.5,"PG","The Secret Life of Pets",7.5e+07,87,"Universal Pictures",875457937,368384330,"Animation","Adventure","Comedy",800457937
"37",2016,7,6.6,"PG-13","Fantastic Beasts and Where to Find Them",1.8e+08,134,"Warner Bros.",814037575,234037575,"Adventure","Family","Fantasy",634037575
"38",2016,8,8,"R","Deadpool",5.8e+07,108,"Twentieth Century Fox",782612155,363070709,"Action","Adventure","Comedy",724612155
"39",2016,9,6,"PG-13","Suicide Squad",1.75e+08,123,"Warner Bros.",746846894,325100054,"Action","Adventure","Fantasy",571846894
"40",2016,10,7.5,"PG-13","Doctor Strange",1.65e+08,115,"Walt Disney",677718395,232641920,"Action","Adventure","Fantasy",512718395
"41",2015,1,7.9,"PG-13","Star Wars: Episode VII - The Force Awakens",2.45e+08,138,"Walt Disney",2068223624,936662225,"Action","Adventure","Sci-Fi",1823223624
"42",2015,2,7,"PG-13","Jurassic World",1.5e+08,124,"Universal Pictures",1670400637,652270625,"Action","Adventure","Sci-Fi",1520400637
"43",2015,3,7.2,"PG-13","Furious 7",1.9e+08,137,"Universal Pictures",1515047671,353007020,"Action","Adventure","Thriller",1325047671
"44",2015,4,7.3,"PG-13","Avengers: Age of Ultron",2.5e+08,141,"Walt Disney",1402805868,459005868,"Action","Adventure","Sci-Fi",1152805868
"45",2015,5,6.4,"PG","Minions",7.4e+07,91,"Universal Pictures",1159398397,336045770,"Animation","Adventure","Comedy",1085398397
"46",2015,6,6.8,"PG-13","Spectre",2.45e+08,148,"Sony Pictures",880674609,200074609,"Action","Adventure","Thriller",635674609
"47",2015,7,6.5,"PG-13","Batman v Superman: Dawn of Justice",2.5e+08,151,"Warner Bros.",873634919,330360194,"Action","Adventure","Sci-Fi",623634919
"48",2015,8,8.2,"PG","Inside Out",1.75e+08,95,"Walt Disney",857611174,356461711,"Animation","Adventure","Comedy",682611174
"49",2015,9,7.4,"PG-13","Mission: Impossible - Rogue Nation",1.5e+08,131,"Paramount Pictures",682714267,195042377,"Action","Adventure","Thriller",532714267
"50",2015,10,6.5,"PG-13","The Hunger Games: Mockingjay - Part 2",1.6e+08,137,"Lionsgate",658344137,281723902,"Action","Adventure","Sci-Fi",498344137
"51",2014,1,5.6,"PG-13","Transformers: Age of Extinction",2.1e+08,165,"Paramount Pictures",1104054072,245439076,"Action","Adventure","Sci-Fi",894054072
"52",2014,2,7.4,"PG-13","The Hobbit: The Battle of the Five Armies",2.5e+08,144,"Warner Bros.",956019788,255119788,"Adventure","Fantasy","NULL",706019788
"53",2014,3,8,"PG-13","Guardians of the Galaxy",1.7e+08,121,"Walt Disney",772776600,333176600,"Action","Adventure","Comedy",602776600
"54",2014,4,7,"PG","Maleficent",1.8e+08,97,"Walt Disney",758410378,241410378,"Action","Adventure","Fantasy",578410378
"55",2014,5,6.6,"PG-13","The Hunger Games: Mockingjay - Part 1",1.25e+08,123,"Lionsgate",755356711,337135885,"Action","Adventure","Sci-Fi",630356711
"56",2014,6,8,"PG-13","X-Men: Days of Future Past",2e+08,132,"Twentieth Century Fox",746045700,233921534,"Action","Adventure","Sci-Fi",546045700
"57",2014,7,7.7,"PG-13","Captain America: The Winter Soldier",1.7e+08,136,"Walt Disney",714421503,259766572,"Action","Adventure","Sci-Fi",544421503
"58",2014,8,7.6,"PG-13","Dawn of the Planet of the Apes",1.7e+08,130,"Twentieth Century Fox",710644566,208545589,"Action","Adventure","Drama",540644566
"59",2014,9,6.6,"PG-13","The Amazing Spider-Man 2",2e+08,142,"Sony Pictures",708982323,202853933,"Action","Adventure","Sci-Fi",508982323
"60",2014,10,8.6,"PG-13","Interstellar",1.65e+08,169,"Paramount Pictures",677463813,188020017,"Adventure","Drama","Sci-Fi",512463813
"61",2013,1,7.5,"PG","Frozen",1.5e+08,102,"Walt Disney",1280802282,400738009,"Animation","Adventure","Comedy",1130802282
"62",2013,2,7.2,"PG-13","Iron Man 3",2e+08,130,"Walt Disney",1214811252,409013994,"Action","Adventure","Sci-Fi",1014811252
"63",2013,3,7.3,"PG","Despicable Me 2",7.6e+07,98,"Universal Pictures",970766005,368065385,"Animation","Adventure","Comedy",894766005
"64",2013,4,7.8,"PG-13","The Hobbit: The Desolation of Smaug",2.25e+08,161,"Warner Bros.",958366855,258366855,"Adventure","Fantasy","NULL",733366855
"65",2013,5,7.5,"PG-13","The Hunger Games: Catching Fire",1.3e+08,146,"Lionsgate",865011746,424668047,"Action","Adventure","Sci-Fi",735011746
"66",2013,6,7.1,"PG-13","Fast & Furious 6",1.6e+08,130,"Universal Pictures",788679850,238679850,"Action","Adventure","Thriller",628679850
"67",2013,7,7.3,"G","Monsters University",2e+08,104,"Walt Disney",743559607,268492764,"Animation","Adventure","Comedy",543559607
"68",2013,8,7.7,"PG-13","Gravity",1e+08,91,"Warner Bros.",723192705,274092705,"Drama","Sci-Fi","Thriller",623192705
"69",2013,9,7.1,"PG-13","Man of Steel",2.25e+08,143,"Warner Bros.",668045518,291045518,"Action","Adventure","Sci-Fi",443045518
"70",2013,10,6.9,"PG-13","Thor: The Dark World",1.7e+08,112,"Walt Disney",644783140,206362140,"Action","Adventure","Fantasy",474783140
"71",2012,1,8,"PG-13","The Avengers",2.2e+08,143,"Walt Disney",1518812988,623357910,"Action","Adventure","Sci-Fi",1298812988
"72",2012,2,7.7,"PG-13","Skyfall",2e+08,143,"Sony Pictures",1108561013,304360277,"Action","Adventure","Thriller",908561013
"73",2012,3,8.4,"PG-13","The Dark Knight Rises",2.5e+08,164,"Warner Bros.",1081041287,448139099,"Action","Adventure","Thriller",831041287
"74",2012,4,7.8,"PG-13","The Hobbit: An Unexpected Journey",1.8e+08,169,"Warner Bros.",1017003568,303003568,"Adventure","Family","Fantasy",837003568
"75",2012,5,6.6,"PG","Ice Age: Continental Drift",9.5e+07,88,"Twentieth Century Fox",877244782,161321843,"Animation","Adventure","Comedy",782244782
"76",2012,6,5.5,"PG-13","The Twilight Saga: Breaking Dawn - Part 2",1.2e+08,115,"Lionsgate",829746820,292324737,"Adventure","Drama","Fantasy",709746820
"77",2012,7,6.9,"PG-13","The Amazing Spider-Man",2.3e+08,136,"Sony Pictures",757930663,262030663,"Action","Sci-Fi","NULL",527930663
"78",2012,8,6.8,"PG","Madagascar 3: Europe's Most Wanted",1.45e+08,93,"DreamWorks",746921274,216391482,"Animation","Adventure","Comedy",601921274
"79",2012,9,7.2,"PG-13","The Hunger Games",7.8e+07,142,"Lionsgate",694394724,408010692,"Action","Adventure","Sci-Fi",616394724
"80",2012,10,6.8,"PG-13","Men in Black 3",2.25e+08,106,"Sony Pictures",624026776,179020854,"Action","Adventure","Comedy",399026776
"81",2011,1,8.1,"PG-13","Harry Potter and the Deathly Hallows: Part 2",1.25e+08,130,"Warner Bros.",1341511219,381011219,"Adventure","Drama","Fantasy",1216511219
"82",2011,2,6.2,"PG-13","Transformers: Dark of the Moon",1.95e+08,154,"Paramount Pictures",1123794079,352390543,"Action","Adventure","Sci-Fi",928794079
"83",2011,3,6.6,"PG-13","Pirates of the Caribbean: On Stranger Tides",2.5e+08,136,"Walt Disney",1045713802,241071802,"Action","Adventure","Fantasy",795713802
"84",2011,4,4.9,"PG-13","The Twilight Saga: Breaking Dawn - Part 1",1.1e+08,117,"Summit Entertainment",712205856,281287133,"Action","Adventure","Drama",602205856
"85",2011,5,7.4,"PG-13","Mission: Impossible - Ghost Protocol",1.45e+08,132,"Paramount Pictures",694713380,209397903,"Action","Adventure","Thriller",549713380
"86",2011,6,7.2,"PG","Kung Fu Panda 2",1.5e+08,90,"DreamWorks",665692281,165249063,"Animation","Action","Adventure",515692281
"87",2011,7,7.3,"PG-13","Fast Five",1.25e+08,130,"Universal Pictures",626137675,209837675,"Action","Adventure","Thriller",501137675
"88",2011,8,6.4,"R","The Hangover Part II",8e+07,102,"Warner Bros.",586764305,254464305,"Comedy","NULL","NULL",506764305
"89",2011,9,5.4,"PG","The Smurfs",1.1e+08,103,"Sony Pictures",563749323,142614158,"Adventure","Comedy","Family",453749323
"90",2011,10,6.1,"G","Cars 2",2e+08,106,"Walt Disney",559852396,191452396,"Animation","Adventure","Comedy",359852396
"91",2010,1,8.3,"G","Toy Story 3",2e+08,103,"Walt Disney",1066969703,415004880,"Animation","Adventure","Comedy",866969703
"92",2010,2,6.4,"PG","Alice in Wonderland",2e+08,108,"Walt Disney",1025467110,334191110,"Adventure","Family","Fantasy",825467110
"93",2010,3,7.7,"PG-13","Harry Potter and the Deathly Hallows: Part 1",1.25e+08,146,"Warner Bros.",976536918,295983305,"Adventure","Family","Fantasy",851536918
"94",2010,4,8.8,"PG-13","Inception",1.6e+08,148,"Warner Bros.",828322032,292576195,"Action","Adventure","Sci-Fi",668322032
"95",2010,5,6.3,"PG","Shrek Forever After",1.65e+08,93,"DreamWorks",752600867,238736787,"Animation","Adventure","Comedy",587600867
"96",2010,6,5,"PG-13","The Twilight Saga: Eclipse",6.8e+07,124,"Summit Entertainment",698491347,300531751,"Action","Drama","Fantasy",630491347
"97",2010,7,7,"PG-13","Iron Man 2",2e+08,124,"Paramount Pictures",623933331,312433331,"Action","Adventure","Sci-Fi",423933331
"98",2010,8,7.7,"PG","Tangled",2.6e+08,100,"Walt Disney",593171580,200821936,"Animation","Adventure","Comedy",333171580
"99",2010,9,7.6,"PG","Despicable Me",6.9e+07,95,"Universal Pictures",543113985,251513985,"Animation","Comedy","Family",474113985
"100",2010,10,8.1,"PG","How to Train Your Dragon",1.65e+08,98,"DreamWorks",494878759,217581231,"Animation","Action","Adventure",329878759
"101",2009,1,7.8,"PG-13","Avatar",2.37e+08,162,"Twentieth Century Fox",2744336793,749766139,"Action","Adventure","Fantasy",2507336793
"102",2009,2,7.6,"PG","Harry Potter and the Half-Blood Prince",2.5e+08,153,"Warner Bros.",933959197,301959197,"Action","Adventure","Family",683959197
"103",2009,3,6.9,"PG","Ice Age: Dawn of the Dinosaurs",9e+07,94,"Twentieth Century Fox",886686817,196573705,"Animation","Adventure","Comedy",796686817
"104",2009,4,6,"PG-13","Transformers: Revenge of the Fallen",2e+08,150,"DreamWorks",836303693,402111870,"Action","Adventure","Sci-Fi",636303693
"105",2009,5,5.8,"PG-13","2012",2e+08,158,"Sony Pictures",769679473,166112167,"Action","Adventure","Sci-Fi",569679473
"106",2009,6,8.2,"PG","Up",1.75e+08,96,"Walt Disney",735099082,293004164,"Animation","Adventure","Comedy",560099082
"107",2009,7,4.7,"PG-13","The Twilight Saga: New Moon",5e+07,130,"Summit Entertainment",709827462,296623634,"Adventure","Drama","Fantasy",659827462
"108",2009,8,7.6,"PG-13","Sherlock Holmes",9e+07,128,"Warner Bros.",524028679,209028679,"Action","Adventure","Crime",434028679
"109",2009,9,6.7,"PG-13","Angels & Demons",1.5e+08,138,"Sony Pictures",485930816,133375846,"Action","Mystery","Thriller",335930816
"110",2009,10,7.7,"R","The Hangover",3.5e+07,100,"Warner Bros.",468812793,277322503,"Comedy","NULL","NULL",433812793
"111",2008,1,9,"PG-13","The Dark Knight",1.85e+08,152,"Warner Bros.",1003045358,533345358,"Action","Crime","Drama",818045358
"112",2008,2,6.1,"PG-13","Indiana Jones and the Kingdom of the Crystal Skull",1.85e+08,122,"Paramount Pictures",790653942,317101119,"Action","Adventure","NULL",605653942
"113",2008,3,7.5,"PG","Kung Fu Panda",1.3e+08,92,"DreamWorks",631744560,215434591,"Animation","Action","Adventure",501744560
"114",2008,4,6.4,"PG-13","Hancock",1.5e+08,92,"Sony Pictures",629443428,227946274,"Action","Fantasy","NULL",479443428
"115",2008,5,6.4,"PG-13","Mamma Mia!",5.2e+07,108,"Universal Pictures",609841637,144130063,"Comedy","Musical","Romance",557841637
"116",2008,6,6.6,"PG","Madagascar: Escape 2 Africa",1.5e+08,89,"DreamWorks",603900354,180010950,"Animation","Adventure","Comedy",453900354
"117",2008,7,6.6,"PG-13","Quantum of Solace",2e+08,106,"Sony Pictures",589580482,168368427,"Action","Adventure","Thriller",389580482
"118",2008,8,7.9,"PG-13","Iron Man",1.4e+08,126,"Paramount Pictures",585366247,318604126,"Action","Adventure","Sci-Fi",445366247
"119",2008,9,8.4,"G","WALL·E",1.8e+08,98,"Walt Disney",521311860,223808164,"Animation","Adventure","Family",341311860
"120",2008,10,6.5,"PG","The Chronicles of Narnia: Prince Caspian",2.25e+08,150,"Walt Disney",419665568,141621490,"Action","Adventure","Family",194665568
"121",2007,1,7.1,"PG-13","Pirates of the Caribbean: At World's End",3e+08,169,"Walt Disney",960996492,309420425,"Action","Adventure","Fantasy",660996492
"122",2007,2,7.5,"PG-13","Harry Potter and the Order of the Phoenix",1.5e+08,138,"Warner Bros.",941676843,292004738,"Action","Adventure","Family",791676843
"123",2007,3,6.2,"PG-13","Spider-Man 3",2.58e+08,139,"Sony Pictures",894983373,336530303,"Action","Sci-Fi","NULL",636983373
"124",2007,4,6,"PG","Shrek the Third",1.6e+08,93,"DreamWorks",813367380,322719944,"Animation","Adventure","Comedy",653367380
"125",2007,5,7,"PG-13","Transformers",1.5e+08,144,"DreamWorks",709709780,319246193,"Action","Adventure","Sci-Fi",559709780
"126",2007,6,8,"G","Ratatouille",1.5e+08,111,"Walt Disney",623726085,206445654,"Animation","Adventure","Comedy",473726085
"127",2007,7,7.2,"PG-13","I Am Legend",1.5e+08,101,"Warner Bros.",585410052,256393010,"Adventure","Drama","Sci-Fi",435410052
"128",2007,8,7.3,"PG-13","The Simpsons Movie",7.5e+07,87,"Twentieth Century Fox",536414270,183135014,"Animation","Adventure","Comedy",461414270
"129",2007,9,6.5,"PG","National Treasure: Book of Secrets",1.3e+08,124,"Walt Disney",459242249,219964115,"Action","Adventure","Mystery",329242249
"130",2007,10,7.6,"R","300",6.5e+07,117,"Warner Bros.",456068181,210614939,"Action","Drama","NULL",391068181
"131",2006,1,7.3,"PG-13","Pirates of the Caribbean: Dead Man's Chest",2.25e+08,151,"Walt Disney",1066179725,423315812,"Action","Adventure","Fantasy",841179725
"132",2006,2,6.6,"PG-13","The Da Vinci Code",1.25e+08,149,"Sony Pictures",760006945,217536138,"Action","Mystery","Thriller",635006945
"133",2006,3,6.8,"PG","Ice Age: The Meltdown",8e+07,91,"Twentieth Century Fox",660998756,195330621,"Animation","Adventure","Comedy",580998756
"134",2006,4,8,"PG-13","Casino Royale",1.5e+08,144,"Sony Pictures",606099584,167445960,"Action","Adventure","Thriller",456099584
"135",2006,5,6.4,"PG","Night at the Museum",1.1e+08,108,"Twentieth Century Fox",574480841,250863268,"Adventure","Comedy","Family",464480841
"136",2006,6,7.1,"G","Cars",1.2e+08,117,"Walt Disney",461983149,244082982,"Animation","Comedy","Family",341983149
"137",2006,7,6.7,"PG-13","X-Men: The Last Stand",2.1e+08,104,"Twentieth Century Fox",460435291,234362462,"Action","Sci-Fi","NULL",250435291
"138",2006,8,6.9,"PG-13","Mission: Impossible III",1.5e+08,126,"Paramount Pictures",398479497,134029801,"Action","Adventure","Thriller",248479497
"139",2006,9,6,"PG-13","Superman Returns",2.7e+08,154,"Warner Bros.",391081192,200081192,"Action","Sci-Fi","NULL",121081192
"140",2006,10,6.4,"PG","Happy Feet",1e+08,108,"Warner Bros.",384335608,198000317,"Animation","Adventure","Comedy",284335608
"141",2005,1,7.7,"PG-13","Harry Potter and the Goblet of Fire",1.5e+08,157,"Warner Bros.",895921036,290013036,"Adventure","Family","Fantasy",745921036
"142",2005,2,7.5,"PG-13","Star Wars: Episode III - Revenge of the Sith",1.13e+08,140,"Twentieth Century Fox",868352530,380270577,"Action","Adventure","Fantasy",755352530
"143",2005,3,6.9,"PG","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1.8e+08,143,"Walt Disney",745013115,291710957,"Adventure","Family","Fantasy",565013115
"144",2005,4,6.5,"PG-13","War of the Worlds",1.32e+08,116,"Paramount Pictures",603873119,234280354,"Adventure","Sci-Fi","Thriller",471873119
"145",2005,5,7.2,"PG-13","King Kong",2.07e+08,187,"Universal Pictures",562363449,218080025,"Action","Adventure","Drama",355363449
"146",2005,6,6.9,"PG","Madagascar",7.5e+07,86,"DreamWorks",542063846,193595521,"Animation","Adventure","Comedy",467063846
"147",2005,7,6.5,"PG-13","Mr. & Mrs. Smith",1.1e+08,120,"Twentieth Century Fox",487287646,186336279,"Action","Comedy","Crime",377287646
"148",2005,8,6.6,"PG","Charlie and the Chocolate Factory",1.5e+08,115,"Warner Bros.",474968763,206459076,"Adventure","Comedy","Family",324968763
"149",2005,9,8.2,"PG-13","Batman Begins",1.5e+08,140,"Warner Bros.",371853783,205343774,"Action","Adventure","Fantasy",221853783
"150",2005,10,6.6,"PG-13","Hitch",7e+07,118,"Sony Pictures",371594210,179495555,"Comedy","Romance","NULL",301594210
"151",2004,1,7.2,"PG","Shrek 2",1.5e+08,93,"DreamWorks",928760770,441226247,"Animation","Adventure","Comedy",778760770
